number,name,skuid,price,url
51,Eevee,449613,1.08,https://www.tcgplayer.com/product/45154/pokemon-jungle-eevee
52,Exeggcute,451222,1.04,https://www.tcgplayer.com/product/45155/pokemon-jungle-exeggcute
53,Goldeen,448641,1.08,https://www.tcgplayer.com/product/45156/pokemon-jungle-goldeen
54,Jigglypuff,450205,1.07,https://www.tcgplayer.com/product/45157/pokemon-jungle-jigglypuff
55,Mankey,450728,1.09,https://www.tcgplayer.com/product/45158/pokemon-jungle-mankey
56,Meowth,448981,1.02,https://www.tcgplayer.com/product/45159/pokemon-jungle-meowth
57,Nidoran F,450529,1.09,https://www.tcgplayer.com/product/45160/pokemon-jungle-nidoran-f
58,Oddish,447893,1.09,https://www.tcgplayer.com/product/45161/pokemon-jungle-oddish
59,Paras,449466,1.07,https://www.tcgplayer.com/product/45162/pokemon-jungle-paras
60,Pikachu,449947,1.02,https://www.tcgplayer.com/product/45163/pokemon-jungle-pikachu
61,Rhyhorn,448426,1.04,https://www.tcgplayer.com/product/45164/pokemon-jungle-rhyhorn
62,Spearow,448858,1.09,https://www.tcgplayer.com/product/45165/pokemon-jungle-spearow
63,Venonat,451428,1.08,https://www.tcgplayer.com/product/45166/pokemon-jungle-venonat
64,Poke Ball,447830,1.08,https://www.tcgplayer.com/product/45167/pokemon-jungle-poke-ball
